Date,Open,High,Low,Close,Adj Close,Volume,Name
2023-01-02,1260.910034,1273.930054,1256.550049,1260.910034,1260.910034,0.0,UK
2023-01-03,1270.099976,1278.969971,1264.390015,1270.099976,1270.099976,0.0,UK
2023-01-04,1279.079956,1279.719971,1267.560059,1279.079956,1279.079956,0.0,UK
2023-01-05,1271.079956,1278.22998,1265.73999,1271.079956,1271.079956,0.0,UK
2023-01-06,1274.180054,1274.180054,1253.01001,1274.180054,1274.180054,0.0,UK
2023-01-09,1252.880005,1252.890015,1233.939941,1252.880005,1252.880005,0.0,UK
2023-01-10,1239.280029,1248.119995,1236.140015,1239.280029,1239.280029,0.0,UK
2023-01-11,1240.160034,1249.660034,1238.199951,1240.160034,1240.160034,0.0,UK
2023-01-12,1241.599976,1246.719971,1234.579956,1241.599976,1241.599976,0.0,UK
2023-01-13,1239.130005,1245.76001,1233.140015,1239.130005,1239.130005,0.0,UK
2023-01-16,1236.589966,1240.209961,1230.920044,1236.589966,1236.589966,0.0,UK
2023-01-17,1240.709961,1242.22998,1235.390015,1240.709961,1240.709961,0.0,UK
2023-01-18,1237.0,1246.329956,1224.920044,1237.0,1237.0,0.0,UK
2023-01-19,1237.880005,1241.699951,1231.060059,1237.880005,1237.880005,0.0,UK
2023-01-20,1232.180054,1237.630005,1229.199951,1232.180054,1232.180054,0.0,UK
2023-01-23,1230.030029,1232.280029,1224.01001,1230.030029,1230.030029,0.0,UK
2023-01-24,1229.280029,1237.329956,1228.390015,1229.280029,1229.280029,0.0,UK
2023-01-25,1232.660034,1237.25,1229.660034,1232.660034,1232.660034,0.0,UK
2023-01-26,1232.589966,1234.969971,1228.219971,1232.589966,1232.589966,0.0,UK
2023-01-27,1231.849976,1235.859985,1227.109985,1231.849976,1231.849976,0.0,UK
2023-01-30,1228.949951,1230.420044,1225.199951,1228.949951,1228.949951,0.0,UK
2023-01-31,1231.5,1238.719971,1227.52002,1231.5,1231.5,0.0,UK
2023-02-01,1232.150024,1233.400024,1225.890015,1232.150024,1232.150024,0.0,UK
2023-02-02,1221.949951,1225.47998,1216.0,1221.949951,1221.949951,0.0,UK
2023-02-03,1224.900024,1245.619995,1223.48999,1224.900024,1224.900024,0.0,UK
2023-02-06,1246.75,1262.51001,1243.619995,1246.75,1246.75,0.0,UK
2023-02-07,1261.22998,1263.98999,1252.51001,1261.22998,1261.22998,0.0,UK
2023-02-08,1255.349976,1262.5,1251.569946,1255.349976,1255.349976,0.0,UK
2023-02-09,1260.469971,1265.880005,1253.130005,1260.469971,1260.469971,0.0,UK
2023-02-10,1264.550049,1268.920044,1257.920044,1264.550049,1264.550049,0.0,UK
2023-02-13,1266.869995,1279.040039,1266.97998,1266.869995,1266.869995,0.0,UK
2023-02-14,1272.939941,1274.040039,1258.060059,1272.939941,1272.939941,0.0,UK
2023-02-15,1272.25,1288.140015,1271.619995,1272.25,1272.25,0.0,UK
2023-02-16,1283.719971,1294.77002,1278.680054,1283.719971,1283.719971,0.0,UK
2023-02-17,1288.959961,1303.459961,1288.939941,1288.959961,1288.959961,0.0,UK
2023-02-20,1293.920044,1297.670044,1292.189941,1293.920044,1293.920044,0.0,UK
2023-02-21,1296.109985,1303.26001,1292.849976,1296.109985,1296.109985,0.0,UK
2023-02-22,1305.829956,1307.219971,1299.859985,1305.829956,1305.829956,0.0,UK
2023-02-23,1302.829956,1306.01001,1292.589966,1302.829956,1302.829956,0.0,UK
2023-02-24,1298.079956,1316.23999,1295.459961,1298.079956,1298.079956,0.0,UK
2023-02-27,1313.699951,1325.209961,1312.410034,1313.699951,1313.699951,0.0,UK
2023-02-28,1318.349976,1326.569946,1314.27002,1318.349976,1318.349976,0.0,UK
2023-03-01,1321.599976,1323.77002,1298.069946,1321.599976,1321.599976,0.0,UK
2023-03-02,1305.72998,1317.0,1304.079956,1305.72998,1305.72998,0.0,UK
2023-03-03,1311.060059,1311.290039,1298.199951,1311.060059,1311.060059,0.0,UK
