,CD91일,콜 금리,국고채 3년,회사채 3년
2011.04.15,3.40,3.01,3.72,4.52
2011.04.18,3.40,3.00,3.70,4.51
2011.04.19,3.40,3.03,3.71,4.51
2011.04.20,3.40,3.04,3.74,4.54
2011.04.21,3.40,3.02,3.78,4.57
2011.04.22,3.41,3.02,3.80,4.59
2011.04.25,3.41,3.02,3.84,4.62
2011.04.26,3.42,3.02,3.82,4.61
2011.04.27,3.42,3.01,3.82,4.61
2011.04.28,3.42,3.01,3.79,4.58
2011.04.29,3.42,3.02,3.77,4.56
2011.05.02,3.43,3.01,3.77,4.56
2011.05.03,3.46,3.01,3.78,4.56
2011.05.04,3.46,3.01,3.79,4.56
2011.05.06,3.46,3.01,3.75,4.52
2011.05.09,3.46,3.05,3.75,4.52
2011.05.11,3.46,3.03,3.72,4.50
2011.05.12,3.46,3.02,3.67,4.46
2011.05.13,3.46,3.02,3.66,4.45
2011.05.16,3.46,3.03,3.61,4.41
2011.05.17,3.46,3.03,3.62,4.43
2011.05.18,3.46,3.03,3.62,4.43
2011.05.19,3.46,3.02,3.62,4.43
2011.05.20,3.46,3.02,3.62,4.43
2011.05.23,3.46,3.02,3.58,4.39
2011.05.24,3.46,3.06,3.59,4.39
2011.05.25,3.46,3.05,3.57,4.38
2011.05.26,3.46,3.02,3.61,4.41
2011.05.27,3.46,3.03,3.60,4.40
2011.05.30,3.46,3.03,3.58,4.33
2011.05.31,3.46,3.03,3.59,4.33
2011.06.01,3.46,3.02,3.64,4.38
2011.06.02,3.46,3.02,3.57,4.32
2011.06.03,3.46,3.00,3.57,4.32
2011.06.07,3.46,3.04,3.52,4.29
2011.06.08,3.46,3.01,3.52,4.29
2011.06.09,3.46,3.02,3.57,4.32
2011.06.10,3.56,3.26,3.65,4.39
2011.06.13,3.56,3.26,3.66,4.40
2011.06.14,3.56,3.27,3.70,4.43
2011.06.15,3.56,3.26,3.68,4.42
2011.06.16,3.56,3.26,3.61,4.36
2011.06.17,3.56,3.26,3.67,4.42
2011.06.20,3.56,3.26,3.66,4.41
2011.06.21,3.56,3.29,3.67,4.42
2011.06.22,3.56,3.29,3.67,4.42
2011.06.23,3.56,3.26,3.68,4.42
2011.06.24,3.56,3.26,3.71,4.45
2011.06.27,3.56,3.26,3.72,4.46
2011.06.28,3.57,3.26,3.72,4.46
2011.06.29,3.57,3.26,3.77,4.50
2011.06.30,3.57,3.28,3.76,4.49
2011.07.01,3.57,3.26,3.77,4.50
2011.07.04,3.57,3.26,3.78,4.51
2011.07.05,3.58,3.30,3.76,4.49
2011.07.06,3.58,3.27,3.79,4.51
2011.07.07,3.59,3.26,3.79,4.51
2011.07.08,3.59,3.26,3.85,4.56
2011.07.11,3.59,3.26,3.81,4.52
2011.07.12,3.59,3.26,3.71,4.42
2011.07.13,3.59,3.26,3.71,4.42
2011.07.14,3.59,3.27,3.70,4.42
2011.07.15,3.59,3.26,3.68,4.40
2011.07.18,3.59,3.26,3.69,4.40
2011.07.19,3.59,3.26,3.71,4.41
2011.07.20,3.59,3.27,3.75,4.44
2011.07.21,3.59,3.26,3.75,4.44
2011.07.22,3.59,3.26,3.79,4.48
2011.07.25,3.59,3.26,3.82,4.51
2011.07.26,3.59,3.26,3.84,4.53
2011.07.27,3.59,3.26,3.82,4.52
2011.07.28,3.59,3.26,3.81,4.50
2011.07.29,3.59,3.27,3.85,4.54
2011.08.01,3.59,3.26,3.90,4.59
2011.08.02,3.59,3.26,3.87,4.56
2011.08.03,3.59,3.25,3.82,4.51
2011.08.04,3.59,3.25,3.77,4.46
2011.08.05,3.59,3.26,3.61,4.32
2011.08.08,3.59,3.25,3.60,4.31
2011.08.09,3.59,3.31,3.57,4.29
2011.08.10,3.59,3.29,3.45,4.18
2011.08.11,3.59,3.25,3.52,4.24
2011.08.12,3.59,3.24,3.49,4.22
2011.08.16,3.59,3.22,3.50,4.23
2011.08.17,3.59,3.20,3.54,4.27
2011.08.18,3.59,3.22,3.56,4.29
2011.08.19,3.59,3.23,3.49,4.22
2011.08.22,3.59,3.20,3.49,4.22
2011.08.23,3.59,3.25,3.52,4.25
2011.08.24,3.59,3.26,3.46,4.19
2011.08.25,3.59,3.26,3.46,4.19
2011.08.26,3.59,3.26,3.48,4.21
2011.08.29,3.59,3.26,3.51,4.24
2011.08.30,3.59,3.26,3.48,4.22
2011.08.31,3.59,3.27,3.49,4.23
2011.09.01,3.59,3.26,3.45,4.20
2011.09.02,3.59,3.26,3.44,4.20
2011.09.05,3.58,3.26,3.35,4.13
2011.09.06,3.58,3.25,3.35,4.13
2011.09.07,3.58,3.23,3.45,4.24
2011.09.08,3.58,3.27,3.40,4.18
2011.09.09,3.58,3.25,3.36,4.15
2011.09.14,3.58,3.26,3.31,4.10
2011.09.15,3.58,3.26,3.37,4.17
2011.09.16,3.58,3.25,3.40,4.20
2011.09.19,3.58,3.24,3.51,4.31
2011.09.20,3.58,3.27,3.49,4.29
2011.09.21,3.58,3.28,3.50,4.30
2011.09.22,3.58,3.25,3.49,4.29
2011.09.23,3.58,3.23,3.45,4.25
2011.09.26,3.58,3.24,3.51,4.31
2011.09.27,3.58,3.24,3.46,4.27
2011.09.28,3.58,3.26,3.53,4.34
2011.09.29,3.58,3.26,3.55,4.36
2011.09.30,3.58,3.28,3.55,4.36
2011.10.04,3.58,3.25,3.46,4.28
2011.10.05,3.58,3.23,3.44,4.26
2011.10.06,3.58,3.25,3.43,4.25
2011.10.07,3.58,3.25,3.43,4.25
2011.10.10,3.58,3.25,3.48,4.30
2011.10.11,3.58,3.24,3.48,4.30
2011.10.12,3.58,3.24,3.42,4.24
2011.10.13,3.58,3.24,3.40,4.22
2011.10.14,3.58,3.24,3.41,4.23
2011.10.17,3.58,3.22,3.46,4.28
2011.10.18,3.57,3.27,3.45,4.27
2011.10.19,3.57,3.26,3.45,4.27
2011.10.20,3.57,3.25,3.44,4.26
2011.10.21,3.57,3.23,3.49,4.31
2011.10.24,3.57,3.24,3.53,4.36
2011.10.25,3.57,3.24,3.53,4.36
2011.10.26,3.57,3.23,3.50,4.33
2011.10.27,3.57,3.23,3.53,4.36
2011.10.28,3.57,3.23,3.54,4.38
2011.10.31,3.57,3.26,3.51,4.35
2011.11.01,3.57,3.25,3.48,4.32
2011.11.02,3.57,3.25,3.47,4.31
2011.11.03,3.57,3.25,3.43,4.27
2011.11.04,3.57,3.25,3.43,4.27
2011.11.07,3.57,3.26,3.41,4.25
2011.11.08,3.57,3.27,3.39,4.24
2011.11.09,3.57,3.28,3.38,4.23
2011.11.10,3.57,3.26,3.33,4.18
2011.11.11,3.57,3.25,3.37,4.23
2011.11.14,3.57,3.25,3.39,4.25
2011.11.15,3.57,3.26,3.36,4.22
2011.11.16,3.57,3.26,3.34,4.20
2011.11.17,3.55,3.26,3.37,4.23
2011.11.18,3.55,3.26,3.36,4.21
2011.11.21,3.55,3.26,3.37,4.22
2011.11.22,3.55,3.27,3.39,4.24
2011.11.23,3.55,3.26,3.36,4.21
2011.11.24,3.55,3.26,3.38,4.23
2011.11.25,3.55,3.26,3.41,4.26
2011.11.28,3.55,3.26,3.44,4.28
2011.11.29,3.55,3.25,3.43,4.27
2011.11.30,3.55,3.27,3.38,4.22
2011.12.01,3.55,3.26,3.38,4.23
2011.12.02,3.55,3.25,3.38,4.23
2011.12.05,3.55,3.25,3.38,4.23
2011.12.06,3.55,3.27,3.34,4.23
2011.12.07,3.55,3.26,3.33,4.22
2011.12.08,3.55,3.26,3.35,4.24
2011.12.09,3.55,3.25,3.35,4.24
2011.12.12,3.55,3.26,3.36,4.25
2011.12.13,3.55,3.26,3.35,4.24
2011.12.14,3.55,3.25,3.34,4.23
2011.12.15,3.55,3.26,3.33,4.22
2011.12.16,3.55,3.25,3.33,4.22
2011.12.19,3.55,3.26,3.42,4.31
2011.12.20,3.55,3.28,3.38,4.27
2011.12.21,3.55,3.30,3.36,4.25
2011.12.22,3.55,3.26,3.36,4.25
2011.12.23,3.55,3.26,3.37,4.26
2011.12.26,3.55,3.26,3.38,4.27
2011.12.27,3.55,3.26,3.39,4.27
2011.12.28,3.55,3.28,3.39,4.27
2011.12.29,3.55,3.27,3.34,4.21
2011.12.30,3.55,3.29,3.34,4.21
2012.01.02,3.56,3.25,3.34,4.21
2012.01.03,3.56,3.25,3.35,4.22
2012.01.04,3.56,3.24,3.35,4.22
2012.01.05,3.56,3.25,3.34,4.21
2012.01.06,3.56,3.25,3.35,4.22
2012.01.09,3.56,3.25,3.38,4.25
2012.01.10,3.56,3.28,3.38,4.25
2012.01.11,3.56,3.28,3.38,4.25
2012.01.12,3.56,3.25,3.38,4.25
2012.01.13,3.56,3.25,3.37,4.24
2012.01.16,3.56,3.26,3.35,4.22
2012.01.17,3.56,3.26,3.37,4.24
2012.01.18,3.55,3.26,3.36,4.23
2012.01.19,3.54,3.27,3.38,4.25
2012.01.20,3.54,3.27,3.40,4.27
2012.01.25,3.54,3.23,3.42,4.29
2012.01.26,3.54,3.26,3.40,4.27
2012.01.27,3.54,3.26,3.38,4.25
2012.01.30,3.54,3.27,3.36,4.23
2012.01.31,3.54,3.27,3.38,4.24
2012.02.01,3.54,3.26,3.37,4.23
2012.02.02,3.54,3.25,3.38,4.24
2012.02.03,3.53,3.25,3.38,4.24
2012.02.06,3.53,3.24,3.40,4.25
2012.02.07,3.53,3.28,3.42,4.24
2012.02.08,3.53,3.27,3.44,4.26
2012.02.09,3.52,3.25,3.45,4.26
2012.02.10,3.52,3.25,3.44,4.25
2012.02.13,3.52,3.25,3.46,4.27
2012.02.14,3.51,3.25,3.44,4.25
2012.02.15,3.52,3.25,3.46,4.26
2012.02.16,3.52,3.25,3.43,4.24
2012.02.17,3.52,3.25,3.45,4.25
2012.02.20,3.52,3.26,3.47,4.27
2012.02.21,3.52,3.25,3.47,4.27
2012.02.22,3.52,3.25,3.46,4.27
2012.02.23,3.52,3.25,3.44,4.25
2012.02.24,3.52,3.25,3.45,4.26
2012.02.27,3.52,3.25,3.44,4.25
2012.02.28,3.53,3.25,3.42,4.23
2012.02.29,3.54,3.26,3.45,4.26
2012.03.02,3.54,3.25,3.48,4.29
2012.03.05,3.54,3.24,3.51,4.32
2012.03.06,3.54,3.25,3.50,4.31
2012.03.07,3.54,3.22,3.50,4.31
2012.03.08,3.54,3.26,3.48,4.29
2012.03.09,3.54,3.25,3.49,4.30
2012.03.12,3.54,3.25,3.47,4.28
2012.03.13,3.54,3.25,3.48,4.28
2012.03.14,3.54,3.25,3.52,4.32
2012.03.15,3.54,3.25,3.57,4.37
2012.03.16,3.54,3.25,3.59,4.39
2012.03.19,3.54,3.25,3.62,4.41
2012.03.20,3.54,3.25,3.60,4.40
2012.03.21,3.54,3.25,3.63,4.43
2012.03.22,3.54,3.25,3.63,4.43
2012.03.23,3.54,3.25,3.64,4.44
2012.03.26,3.55,3.25,3.62,4.42
2012.03.27,3.55,3.25,3.63,4.43
2012.03.28,3.55,3.24,3.59,4.39
2012.03.29,3.55,3.23,3.57,4.37
2012.03.30,3.55,3.24,3.55,4.35
2012.04.02,3.55,3.24,3.58,4.38
2012.04.03,3.55,3.24,3.56,4.36
2012.04.04,3.55,3.22,3.56,4.35
2012.04.05,3.55,3.24,3.56,4.34
2012.04.06,3.55,3.27,3.54,4.31
2012.04.09,3.54,3.25,3.50,4.27
2012.04.10,3.54,3.23,3.50,4.27
2012.04.12,3.54,3.24,3.50,4.27
2012.04.13,3.54,3.24,3.49,4.26
2012.04.16,3.54,3.24,3.49,4.26
2012.04.17,3.54,3.24,3.47,4.22
2012.04.18,3.54,3.24,3.49,4.23
2012.04.19,3.54,3.24,3.49,4.22
2012.04.20,3.54,3.25,3.46,4.20
2012.04.23,3.54,3.25,3.47,4.20
2012.04.24,3.54,3.26,3.47,4.20
2012.04.25,3.54,3.26,3.49,4.21
2012.04.26,3.54,3.26,3.49,4.20
2012.04.27,3.54,3.26,3.46,4.16
2012.04.30,3.54,3.26,3.45,4.14
2012.05.02,3.54,3.25,3.46,4.14
2012.05.03,3.54,3.25,3.44,4.11
2012.05.04,3.54,3.24,3.42,4.09
2012.05.07,3.54,3.24,3.38,4.04
2012.05.08,3.54,3.29,3.39,4.05
2012.05.09,3.54,3.28,3.37,4.03
2012.05.10,3.54,3.26,3.40,4.04
2012.05.11,3.54,3.25,3.37,4.00
2012.05.14,3.54,3.26,3.38,4.01
2012.05.15,3.54,3.26,3.38,4.00
2012.05.16,3.54,3.26,3.38,3.99
2012.05.17,3.54,3.26,3.39,4.00
2012.05.18,3.54,3.26,3.36,3.97
2012.05.21,3.54,3.26,3.37,3.98
2012.05.22,3.54,3.26,3.36,3.97
2012.05.23,3.54,3.26,3.36,3.96
2012.05.24,3.54,3.26,3.35,3.95
2012.05.25,3.54,3.26,3.35,3.95
2012.05.29,3.54,3.26,3.36,3.96
2012.05.30,3.54,3.26,3.35,3.95
2012.05.31,3.54,3.27,3.32,3.92
2012.06.01,3.54,3.25,3.30,3.90
2012.06.04,3.54,3.27,3.26,3.86
2012.06.05,3.54,3.27,3.28,3.88
2012.06.07,3.54,3.26,3.30,3.89
2012.06.08,3.54,3.26,3.25,3.84
2012.06.11,3.54,3.26,3.32,3.91
2012.06.12,3.54,3.26,3.29,3.87
2012.06.13,3.54,3.26,3.31,3.88
2012.06.14,3.54,3.26,3.29,3.86
2012.06.15,3.54,3.26,3.27,3.85
2012.06.18,3.54,3.26,3.30,3.88
2012.06.19,3.54,3.25,3.29,3.86
2012.06.20,3.54,3.26,3.31,3.88
2012.06.21,3.54,3.26,3.31,3.88
2012.06.22,3.54,3.26,3.29,3.86
2012.06.25,3.54,3.25,3.29,3.86
2012.06.26,3.54,3.25,3.29,3.86
2012.06.27,3.54,3.24,3.27,3.84
2012.06.28,3.54,3.25,3.26,3.84
2012.06.29,3.54,3.26,3.30,3.87
2012.07.02,3.54,3.25,3.30,3.87
2012.07.03,3.54,3.25,3.29,3.86
2012.07.04,3.54,3.25,3.28,3.85
2012.07.05,3.54,3.25,3.27,3.84
2012.07.06,3.54,3.25,3.23,3.80
2012.07.09,3.54,3.25,3.21,3.78
2012.07.10,3.54,3.29,3.22,3.79
2012.07.11,3.54,3.25,3.19,3.77
2012.07.12,3.27,3.00,2.97,3.56
2012.07.13,3.25,3.00,2.95,3.54
2012.07.16,3.25,3.01,2.95,3.54
2012.07.17,3.24,3.01,2.92,3.51
2012.07.18,3.23,3.00,2.89,3.48
2012.07.19,3.22,3.01,2.91,3.50
2012.07.20,3.21,3.00,2.88,3.47
2012.07.23,3.20,3.00,2.82,3.41
2012.07.24,3.20,3.00,2.83,3.43
2012.07.25,3.19,3.01,2.78,3.37
2012.07.26,3.19,3.00,2.81,3.40
2012.07.27,3.20,3.00,2.86,3.45
2012.07.30,3.20,3.00,2.85,3.44
2012.07.31,3.20,3.02,2.85,3.44
2012.08.01,3.20,3.00,2.83,3.42
2012.08.02,3.20,2.99,2.79,3.38
2012.08.03,3.20,3.00,2.77,3.35
2012.08.06,3.20,2.99,2.78,3.36
2012.08.07,3.20,2.99,2.78,3.36
2012.08.08,3.20,2.99,2.76,3.35
2012.08.09,3.20,3.00,2.82,3.41
2012.08.10,3.20,2.99,2.79,3.38
2012.08.13,3.20,2.99,2.82,3.41
2012.08.14,3.20,3.00,2.87,3.46
2012.08.16,3.21,3.00,2.95,3.54
2012.08.17,3.21,2.99,2.93,3.52
2012.08.20,3.21,2.99,2.95,3.54
2012.08.21,3.20,3.00,2.90,3.47
2012.08.22,3.19,3.00,2.90,3.47
2012.08.23,3.19,3.00,2.88,3.43
2012.08.24,3.19,3.00,2.83,3.37
2012.08.27,3.19,2.99,2.81,3.34
2012.08.28,3.18,3.00,2.81,3.33
2012.08.29,3.18,3.00,2.79,3.30
2012.08.30,3.17,3.00,2.78,3.29
2012.08.31,3.16,3.01,2.76,3.27
2012.09.03,3.16,3.00,2.75,3.25
2012.09.04,3.16,3.01,2.77,3.27
2012.09.05,3.16,3.00,2.74,3.24
2012.09.06,3.16,3.00,2.75,3.25
2012.09.07,3.16,3.01,2.82,3.32
2012.09.10,3.15,2.99,2.80,3.30
2012.09.11,3.15,2.99,2.78,3.27
2012.09.12,3.15,2.99,2.80,3.29
2012.09.13,3.15,2.99,2.87,3.37
2012.09.14,3.15,2.99,2.86,3.36
2012.09.17,3.15,2.99,2.90,3.40
2012.09.18,3.14,2.99,2.86,3.36
2012.09.19,3.13,2.99,2.88,3.38
2012.09.20,3.12,3.00,2.82,3.32
2012.09.21,3.12,3.00,2.84,3.34
2012.09.24,3.12,3.00,2.81,3.32
2012.09.25,3.11,2.99,2.80,3.31
2012.09.26,3.10,2.99,2.79,3.30
2012.09.27,3.10,2.99,2.81,3.32
2012.09.28,3.09,3.01,2.79,3.30
2012.10.02,3.09,2.99,2.76,3.27
2012.10.04,3.09,3.01,2.74,3.26
2012.10.05,3.09,3.00,2.75,3.27
2012.10.08,3.08,2.99,2.76,3.28
2012.10.09,3.08,3.00,2.76,3.28
2012.10.10,3.08,3.03,2.71,3.23
2012.10.11,2.90,2.75,2.74,3.26
2012.10.12,2.87,2.75,2.77,3.28
2012.10.15,2.87,2.75,2.76,3.27
2012.10.16,2.87,2.75,2.78,3.29
2012.10.17,2.87,2.75,2.81,3.32
2012.10.18,2.87,2.75,2.84,3.35
2012.10.19,2.87,2.75,2.81,3.33
2012.10.22,2.87,2.74,2.84,3.36
2012.10.23,2.86,2.74,2.82,3.33
2012.10.24,2.86,2.74,2.81,3.32
2012.10.25,2.85,2.75,2.81,3.32
2012.10.26,2.85,2.74,2.78,3.29
2012.10.29,2.85,2.74,2.79,3.30
2012.10.30,2.85,2.74,2.78,3.30
2012.10.31,2.85,2.75,2.77,3.29
2012.11.01,2.85,2.75,2.77,3.29
2012.11.02,2.85,2.75,2.78,3.30
2012.11.05,2.85,2.75,2.80,3.32
2012.11.06,2.85,2.76,2.78,3.30
2012.11.07,2.85,2.76,2.78,3.30
2012.11.08,2.85,2.75,2.76,3.28
2012.11.09,2.85,2.75,2.79,3.31
2012.11.12,2.85,2.76,2.79,3.31
2012.11.13,2.85,2.76,2.78,3.30
2012.11.14,2.85,2.76,2.79,3.31
2012.11.15,2.85,2.76,2.78,3.31
2012.11.16,2.85,2.75,2.77,3.30
2012.11.19,2.85,2.75,2.79,3.32
2012.11.20,2.85,2.76,2.80,3.33
2012.11.21,2.85,2.76,2.80,3.33
2012.11.22,2.85,2.76,2.82,3.35
2012.11.23,2.85,2.75,2.84,3.37
2012.11.26,2.85,2.75,2.82,3.35
2012.11.27,2.85,2.75,2.84,3.37
2012.11.28,2.85,2.75,2.83,3.36
2012.11.29,2.85,2.76,2.83,3.36
2012.11.30,2.85,2.77,2.84,3.37
2012.12.03,2.85,2.75,2.84,3.36
2012.12.04,2.85,2.78,2.84,3.31
2012.12.05,2.85,2.74,2.86,3.32
2012.12.06,2.85,2.75,2.83,3.28
2012.12.07,2.87,2.76,2.81,3.25
2012.12.10,2.88,2.75,2.83,3.27
2012.12.11,2.88,2.75,2.83,3.27
2012.12.12,2.89,2.75,2.83,3.27
2012.12.13,2.89,2.75,2.86,3.30
2012.12.14,2.89,2.75,2.87,3.31
2012.12.17,2.89,2.75,2.88,3.31
2012.12.18,2.89,2.75,2.90,3.33
2012.12.20,2.89,2.75,2.88,3.32
2012.12.21,2.89,2.75,2.85,3.30
2012.12.24,2.89,2.76,2.87,3.32
2012.12.26,2.89,2.75,2.88,3.33
2012.12.27,2.89,2.75,2.85,3.31
2012.12.28,2.89,2.75,2.82,3.29
2012.12.31,2.89,2.77,2.82,3.29
2013.01.02,2.89,2.77,2.82,3.30
2013.01.03,2.88,2.77,2.77,3.25
2013.01.04,2.88,2.76,2.74,3.23
2013.01.07,2.87,2.76,2.76,3.25
2013.01.08,2.87,2.76,2.74,3.23
2013.01.09,2.87,2.77,2.75,3.23
2013.01.10,2.87,2.76,2.70,3.19
2013.01.11,2.85,2.76,2.76,3.25
2013.01.14,2.85,2.75,2.76,3.25
2013.01.15,2.85,2.76,2.73,3.21
2013.01.16,2.85,2.75,2.74,3.21
2013.01.17,2.85,2.75,2.73,3.19
2013.01.18,2.85,2.75,2.75,3.20
2013.01.21,2.85,2.76,2.74,3.19
2013.01.22,2.85,2.75,2.73,3.17
2013.01.23,2.85,2.75,2.72,3.15
2013.01.24,2.84,2.75,2.71,3.13
2013.01.25,2.84,2.75,2.71,3.12
2013.01.28,2.84,2.75,2.74,3.13
2013.01.29,2.84,2.75,2.75,3.13
2013.01.30,2.84,2.75,2.78,3.15
2013.01.31,2.84,2.76,2.76,3.13
2013.02.01,2.84,2.75,2.76,3.13
2013.02.04,2.84,2.75,2.76,3.12
2013.02.05,2.84,2.73,2.75,3.11
2013.02.06,2.84,2.72,2.72,3.08
2013.02.07,2.84,2.74,2.72,3.08
2013.02.08,2.84,2.74,2.72,3.07
2013.02.12,2.84,2.75,2.71,3.06
2013.02.13,2.84,2.75,2.73,3.08
2013.02.14,2.83,2.75,2.73,3.08
2013.02.15,2.83,2.75,2.72,3.07
2013.02.18,2.83,2.74,2.71,3.06
2013.02.19,2.83,2.75,2.69,3.03
2013.02.20,2.83,2.75,2.71,3.05
2013.02.21,2.83,2.76,2.68,3.02
2013.02.22,2.83,2.75,2.69,3.03
2013.02.25,2.83,2.76,2.68,3.03
2013.02.26,2.82,2.75,2.65,3.00
2013.02.27,2.82,2.75,2.63,2.98
2013.02.28,2.82,2.76,2.63,2.99
2013.03.04,2.82,2.76,2.63,2.98
2013.03.05,2.82,2.74,2.63,2.97
2013.03.06,2.82,2.74,2.64,2.99
2013.03.07,2.82,2.76,2.66,3.01
2013.03.08,2.82,2.75,2.66,3.01
2013.03.11,2.82,2.75,2.66,3.01
2013.03.12,2.81,2.75,2.61,2.96
2013.03.13,2.81,2.74,2.61,2.96
2013.03.14,2.81,2.74,2.62,2.96
2013.03.15,2.81,2.74,2.61,2.95
2013.03.18,2.81,2.74,2.59,2.93
2013.03.19,2.81,2.74,2.60,2.93
2013.03.20,2.81,2.74,2.60,2.94
2013.03.21,2.81,2.74,2.59,2.94
2013.03.22,2.81,2.74,2.58,2.93
2013.03.25,2.81,2.74,2.58,2.92
2013.03.26,2.81,2.74,2.58,2.92
2013.03.27,2.81,2.74,2.58,2.92
2013.03.28,2.81,2.74,2.45,2.80
2013.03.29,2.81,2.75,2.52,2.88
2013.04.01,2.81,2.74,2.49,2.85
2013.04.02,2.81,2.74,2.47,2.84
2013.04.03,2.80,2.74,2.47,2.84
2013.04.04,2.80,2.74,2.48,2.85
2013.04.05,2.80,2.74,2.44,2.81
2013.04.08,2.80,2.74,2.47,2.84
2013.04.09,2.80,2.75,2.49,2.86
2013.04.10,2.80,2.75,2.48,2.85
2013.04.11,2.79,2.74,2.63,3.00
2013.04.12,2.79,2.73,2.67,3.03
2013.04.15,2.79,2.74,2.66,3.02
2013.04.16,2.79,2.74,2.61,2.96
2013.04.17,2.79,2.74,2.63,2.96
2013.04.18,2.79,2.74,2.59,2.93
2013.04.19,2.79,2.75,2.61,2.95
2013.04.22,2.79,2.75,2.62,2.96
2013.04.23,2.79,2.75,2.60,2.95
2013.04.24,2.79,2.75,2.61,2.96
2013.04.25,2.78,2.76,2.56,2.91
2013.04.26,2.79,2.76,2.52,2.87
2013.04.29,2.80,2.76,2.52,2.88
2013.04.30,2.81,2.78,2.49,2.85
2013.05.02,2.81,2.76,2.44,2.81
2013.05.03,2.81,2.76,2.47,2.83
2013.05.06,2.81,2.76,2.56,2.92
2013.05.07,2.81,2.76,2.54,2.90
2013.05.08,2.81,2.77,2.55,2.91
2013.05.09,2.69,2.51,2.55,2.91
2013.05.10,2.69,2.51,2.55,2.92
2013.05.13,2.69,2.51,2.57,2.93
2013.05.14,2.69,2.51,2.56,2.92
2013.05.15,2.69,2.51,2.56,2.92
2013.05.16,2.69,2.51,2.56,2.93
2013.05.20,2.69,2.50,2.60,2.97
2013.05.21,2.69,2.50,2.60,2.97
2013.05.22,2.69,2.50,2.61,2.98
2013.05.23,2.69,2.50,2.61,2.98
2013.05.24,2.69,2.50,2.62,2.99
2013.05.27,2.69,2.50,2.61,2.98
2013.05.28,2.69,2.50,2.64,3.01
2013.05.29,2.69,2.49,2.75,3.12
2013.05.30,2.69,2.49,2.75,3.11
2013.05.31,2.69,2.50,2.78,3.14
2013.06.03,2.69,2.49,2.78,3.13
2013.06.04,2.69,2.52,2.78,3.14
2013.06.05,2.69,2.48,2.81,3.17
2013.06.07,2.69,2.50,2.77,3.12
2013.06.10,2.69,2.49,2.79,3.15
2013.06.11,2.69,2.49,2.80,3.17
2013.06.12,2.69,2.49,2.88,3.24
2013.06.13,2.69,2.49,2.82,3.19
2013.06.14,2.69,2.49,2.76,3.13
2013.06.17,2.69,2.49,2.81,3.18
2013.06.18,2.69,2.49,2.77,3.13
2013.06.19,2.69,2.49,2.81,3.18
2013.06.20,2.69,2.49,2.94,3.32
2013.06.21,2.70,2.49,3.04,3.40
2013.06.24,2.69,2.49,3.12,3.48
2013.06.25,2.69,2.49,3.02,3.38
2013.06.26,2.69,2.49,2.97,3.36
2013.06.27,2.69,2.50,2.97,3.37
2013.06.28,2.69,2.50,2.88,3.31
2013.07.01,2.69,2.49,2.99,3.44
2013.07.02,2.69,2.49,2.94,3.39
2013.07.03,2.69,2.48,2.97,3.40
2013.07.04,2.69,2.45,2.93,3.39
2013.07.05,2.69,2.42,2.95,3.41
2013.07.08,2.69,2.35,3.00,3.46
2013.07.09,2.69,2.34,2.99,3.45
2013.07.10,2.69,2.36,2.94,3.40
2013.07.11,2.69,2.48,2.84,3.30
2013.07.12,2.69,2.48,2.86,3.33
2013.07.15,2.69,2.48,2.89,3.36
2013.07.16,2.69,2.48,2.88,3.36
2013.07.17,2.69,2.48,2.89,3.37
2013.07.18,2.69,2.48,2.85,3.33
2013.07.19,2.67,2.49,2.85,3.33
2013.07.22,2.67,2.49,2.85,3.34
2013.07.23,2.67,2.48,2.88,3.36
2013.07.24,2.66,2.49,2.89,3.37
2013.07.25,2.66,2.50,2.95,3.41
2013.07.26,2.66,2.50,2.94,3.39
2013.07.29,2.66,2.51,2.90,3.34
2013.07.30,2.66,2.51,2.91,3.35
2013.07.31,2.66,2.53,2.92,3.36
2013.08.01,2.66,2.52,2.92,3.35
2013.08.02,2.66,2.49,2.96,3.39
2013.08.05,2.66,2.49,2.92,3.34
2013.08.06,2.66,2.50,2.92,3.34
2013.08.07,2.66,2.48,2.94,3.36
2013.08.08,2.66,2.49,2.92,3.33
2013.08.09,2.66,2.49,2.91,3.31
2013.08.12,2.66,2.50,2.90,3.30
2013.08.13,2.66,2.50,2.92,3.32
2013.08.14,2.66,2.50,2.97,3.36
2013.08.16,2.66,2.50,2.96,3.35
2013.08.19,2.66,2.50,2.99,3.37
2013.08.20,2.66,2.50,2.94,3.32
2013.08.21,2.66,2.50,2.97,3.34
2013.08.22,2.66,2.50,2.99,3.36
2013.08.23,2.66,2.50,2.96,3.33
2013.08.26,2.66,2.50,2.94,3.31
2013.08.27,2.66,2.50,2.94,3.31
2013.08.28,2.66,2.50,2.93,3.30
2013.08.29,2.66,2.50,2.91,3.28
2013.08.30,2.66,2.51,2.88,3.25
2013.09.02,2.66,2.51,2.92,3.29
2013.09.03,2.66,2.51,2.93,3.30
2013.09.04,2.66,2.50,2.93,3.31
2013.09.05,2.66,2.50,2.99,3.37
2013.09.06,2.66,2.50,2.99,3.37
2013.09.09,2.66,2.50,2.95,3.33
2013.09.10,2.66,2.51,2.97,3.36
2013.09.11,2.66,2.49,2.94,3.33
2013.09.12,2.66,2.50,2.91,3.31
2013.09.13,2.66,2.50,2.93,3.33
2013.09.16,2.66,2.50,2.87,3.27
2013.09.17,2.66,2.50,2.85,3.25
