,CD91일,콜 금리,국고채 3년,회사채 3년
2006.06.07,4.36,3.99,4.77,5.05
2006.06.08,4.41,4.20,4.80,5.07
2006.06.09,4.41,4.20,4.82,5.09
2006.06.12,4.41,4.20,4.84,5.11
2006.06.13,4.41,4.20,4.84,5.11
2006.06.14,4.41,4.20,4.85,5.12
2006.06.15,4.41,4.21,4.89,5.16
2006.06.16,4.44,4.19,4.89,5.16
2006.06.19,4.48,4.19,4.94,5.21
2006.06.20,4.50,4.19,4.94,5.22
2006.06.21,4.51,4.19,4.94,5.22
2006.06.22,4.55,4.22,4.96,5.24
2006.06.23,4.55,4.20,5.04,5.31
2006.06.26,4.56,4.20,5.03,5.30
2006.06.27,4.57,4.20,5.04,5.31
2006.06.28,4.57,4.19,5.04,5.31
2006.06.29,4.60,4.20,5.01,5.28
2006.06.30,4.59,4.21,4.92,5.20
2006.07.03,4.59,4.20,4.92,5.20
2006.07.04,4.60,4.20,4.89,5.17
2006.07.05,4.60,4.20,4.85,5.14
2006.07.06,4.60,4.19,4.85,5.14
2006.07.07,4.60,4.22,4.93,5.21
2006.07.10,4.61,4.20,4.95,5.23
2006.07.11,4.62,4.20,4.92,5.20
2006.07.12,4.63,4.20,4.94,5.22
2006.07.13,4.63,4.20,4.93,5.21
2006.07.14,4.64,4.21,4.91,5.20
2006.07.18,4.64,4.21,4.88,5.17
2006.07.19,4.64,4.21,4.89,5.18
2006.07.20,4.64,4.19,4.86,5.16
2006.07.21,4.64,4.30,4.86,5.16
2006.07.24,4.64,4.23,4.87,5.17
2006.07.25,4.64,4.23,4.90,5.21
2006.07.26,4.64,4.23,4.89,5.20
2006.07.27,4.64,4.22,4.87,5.18
2006.07.28,4.64,4.22,4.86,5.18
2006.07.31,4.64,4.22,4.83,5.15
2006.08.01,4.64,4.21,4.79,5.11
2006.08.02,4.64,4.22,4.80,5.12
2006.08.03,4.64,4.23,4.79,5.11
2006.08.04,4.64,4.29,4.81,5.13
2006.08.07,4.64,4.25,4.79,5.11
2006.08.08,4.64,4.25,4.76,5.08
2006.08.09,4.64,4.24,4.75,5.07
2006.08.10,4.71,4.49,4.80,5.12
2006.08.11,4.70,4.50,4.75,5.07
2006.08.14,4.70,4.49,4.81,5.13
2006.08.16,4.70,4.49,4.80,5.13
2006.08.17,4.70,4.49,4.77,5.10
2006.08.18,4.70,4.48,4.77,5.09
2006.08.21,4.70,4.48,4.78,5.10
2006.08.22,4.70,4.47,4.77,5.09
2006.08.23,4.69,4.49,4.74,5.07
2006.08.24,4.69,4.49,4.76,5.09
2006.08.25,4.69,4.49,4.75,5.08
2006.08.28,4.69,4.48,4.75,5.08
2006.08.29,4.68,4.48,4.75,5.08
2006.08.30,4.68,4.48,4.76,5.09
2006.08.31,4.68,4.49,4.76,5.09
2006.09.01,4.68,4.48,4.73,5.06
2006.09.04,4.67,4.47,4.72,5.05
2006.09.05,4.67,4.47,4.74,5.07
2006.09.06,4.67,4.43,4.78,5.11
2006.09.07,4.67,4.47,4.73,5.05
2006.09.08,4.65,4.48,4.73,5.05
2006.09.11,4.65,4.47,4.73,5.06
2006.09.12,4.64,4.47,4.73,5.06
2006.09.13,4.63,4.47,4.71,5.04
2006.09.14,4.63,4.47,4.72,5.05
2006.09.15,4.63,4.47,4.71,5.04
2006.09.18,4.63,4.47,4.72,5.05
2006.09.19,4.63,4.47,4.72,5.05
2006.09.20,4.63,4.47,4.67,5.00
2006.09.21,4.63,4.48,4.66,4.99
2006.09.22,4.63,4.49,4.62,4.96
2006.09.25,4.61,4.48,4.63,4.97
2006.09.26,4.61,4.47,4.62,4.96
2006.09.27,4.61,4.47,4.61,4.95
2006.09.28,4.60,4.47,4.61,4.95
2006.09.29,4.59,4.48,4.57,4.89
2006.10.02,4.58,4.44,4.59,4.91
2006.10.04,4.58,4.45,4.57,4.89
2006.10.09,4.58,4.48,4.59,4.90
2006.10.10,4.58,4.48,4.58,4.90
2006.10.11,4.58,4.47,4.61,4.91
2006.10.12,4.58,4.48,4.61,4.91
2006.10.13,4.57,4.48,4.62,4.92
2006.10.16,4.57,4.48,4.63,4.93
2006.10.17,4.57,4.48,4.60,4.91
2006.10.18,4.57,4.48,4.60,4.91
2006.10.19,4.57,4.49,4.57,4.87
2006.10.20,4.57,4.48,4.57,4.87
2006.10.23,4.57,4.48,4.60,4.90
2006.10.24,4.57,4.48,4.67,4.97
2006.10.25,4.57,4.48,4.67,4.97
2006.10.26,4.57,4.48,4.65,4.95
2006.10.27,4.57,4.47,4.66,4.96
2006.10.30,4.57,4.48,4.70,5.00
2006.10.31,4.58,4.48,4.71,5.01
2006.11.01,4.58,4.47,4.66,4.97
2006.11.02,4.58,4.47,4.62,4.93
2006.11.03,4.58,4.47,4.62,4.93
2006.11.06,4.59,4.44,4.72,5.03
2006.11.07,4.59,4.49,4.73,5.04
2006.11.08,4.59,4.48,4.78,5.09
2006.11.09,4.59,4.48,4.70,5.02
2006.11.10,4.59,4.47,4.68,5.00
2006.11.13,4.59,4.47,4.70,5.02
2006.11.14,4.59,4.47,4.73,5.05
2006.11.15,4.59,4.48,4.71,5.03
2006.11.16,4.60,4.48,4.71,5.03
2006.11.17,4.60,4.47,4.71,5.04
2006.11.20,4.60,4.47,4.69,5.03
2006.11.21,4.60,4.49,4.73,5.07
2006.11.22,4.60,4.49,4.72,5.07
2006.11.23,4.61,4.47,4.76,5.10
2006.11.24,4.62,4.47,4.76,5.10
2006.11.27,4.62,4.46,4.77,5.11
2006.11.28,4.64,4.47,4.80,5.14
2006.11.29,4.66,4.47,4.82,5.16
2006.11.30,4.67,4.49,4.82,5.16
2006.12.01,4.70,4.47,4.81,5.15
2006.12.04,4.70,4.47,4.79,5.13
2006.12.05,4.70,4.46,4.77,5.11
2006.12.06,4.71,4.49,4.73,5.08
2006.12.07,4.71,4.36,4.71,5.07
2006.12.08,4.71,4.46,4.74,5.10
2006.12.11,4.72,4.45,4.78,5.14
2006.12.12,4.72,4.45,4.76,5.12
2006.12.13,4.72,4.47,4.76,5.12
2006.12.14,4.74,4.47,4.81,5.17
2006.12.15,4.74,4.48,4.81,5.17
2006.12.18,4.74,4.48,4.83,5.19
2006.12.19,4.74,4.49,4.83,5.19
2006.12.20,4.79,4.50,4.85,5.22
2006.12.21,4.80,4.49,4.83,5.21
2006.12.22,4.80,4.53,4.85,5.23
2006.12.26,4.82,4.56,4.94,5.31
2006.12.27,4.83,4.55,4.93,5.30
2006.12.28,4.85,4.58,4.92,5.29
2006.12.29,4.86,4.60,4.92,5.29
2007.01.02,4.87,4.54,4.93,5.30
2007.01.03,4.87,4.56,4.90,5.27
2007.01.04,4.87,4.67,4.91,5.28
2007.01.05,4.87,4.66,4.88,5.25
2007.01.08,4.87,4.61,4.89,5.25
2007.01.09,4.87,4.62,4.90,5.26
2007.01.10,4.88,4.67,4.90,5.26
2007.01.11,4.88,4.63,4.93,5.28
2007.01.12,4.92,4.64,4.97,5.32
2007.01.15,4.93,4.64,4.98,5.33
2007.01.16,4.94,4.64,4.98,5.33
2007.01.17,4.94,4.67,4.98,5.33
2007.01.18,4.94,4.71,4.99,5.34
2007.01.19,4.94,4.58,4.96,5.31
2007.01.22,4.94,4.61,4.97,5.32
2007.01.23,4.94,4.60,4.98,5.34
2007.01.24,4.94,4.61,5.02,5.38
2007.01.25,4.95,4.62,5.02,5.38
2007.01.26,4.95,4.70,5.06,5.42
2007.01.29,4.95,4.70,5.04,5.40
2007.01.30,4.96,4.61,5.03,5.39
2007.01.31,4.96,4.61,5.02,5.38
2007.02.01,4.96,4.60,4.96,5.33
2007.02.02,4.96,4.60,5.00,5.37
2007.02.05,4.96,4.54,5.00,5.37
2007.02.06,4.96,4.46,4.97,5.34
2007.02.07,4.96,4.49,4.94,5.31
2007.02.08,4.95,4.55,4.93,5.30
2007.02.09,4.95,4.55,4.92,5.30
2007.02.12,4.95,4.56,4.92,5.30
2007.02.13,4.95,4.61,4.93,5.31
2007.02.14,4.95,4.68,4.92,5.29
2007.02.15,4.94,4.70,4.87,5.24
2007.02.16,4.94,4.85,4.86,5.24
2007.02.20,4.94,4.76,4.89,5.27
2007.02.21,4.94,4.57,4.86,5.24
2007.02.22,4.94,4.57,4.86,5.23
2007.02.23,4.94,4.56,4.86,5.23
2007.02.26,4.94,4.50,4.84,5.22
2007.02.27,4.94,4.50,4.86,5.24
2007.02.28,4.94,4.55,4.86,5.24
2007.03.02,4.94,4.54,4.86,5.24
2007.03.05,4.94,4.59,4.81,5.19
2007.03.06,4.94,4.55,4.83,5.21
2007.03.07,4.94,4.57,4.80,5.18
2007.03.08,4.94,4.55,4.81,5.19
2007.03.09,4.94,4.59,4.80,5.19
2007.03.12,4.94,4.61,4.83,5.22
2007.03.13,4.94,4.61,4.84,5.24
2007.03.14,4.94,4.64,4.81,5.21
2007.03.15,4.94,4.64,4.81,5.22
2007.03.16,4.94,4.64,4.79,5.20
2007.03.19,4.94,4.64,4.80,5.21
2007.03.20,4.94,4.61,4.80,5.20
2007.03.21,4.94,4.50,4.79,5.20
2007.03.22,4.94,4.45,4.76,5.17
2007.03.23,4.94,4.59,4.75,5.17
2007.03.26,4.94,4.61,4.76,5.18
2007.03.27,4.94,4.61,4.76,5.18
2007.03.28,4.94,4.58,4.75,5.17
2007.03.29,4.94,4.61,4.76,5.18
2007.03.30,4.94,4.63,4.76,5.19
2007.04.02,4.94,4.63,4.78,5.21
2007.04.03,4.94,4.62,4.81,5.24
2007.04.04,4.94,4.60,4.83,5.25
2007.04.05,4.94,4.40,4.82,5.24
2007.04.06,4.94,4.35,4.84,5.25
2007.04.09,4.94,4.61,4.92,5.32
2007.04.10,4.94,4.61,4.92,5.32
2007.04.11,4.94,4.61,4.94,5.34
2007.04.12,4.94,4.62,4.95,5.35
2007.04.13,4.94,4.63,4.97,5.37
2007.04.16,4.94,4.63,4.99,5.38
2007.04.17,4.95,4.63,4.97,5.36
2007.04.18,4.95,4.63,4.94,5.33
2007.04.19,4.95,4.60,4.94,5.33
2007.04.20,4.95,4.71,5.02,5.41
2007.04.23,4.97,4.64,4.99,5.38
2007.04.24,4.97,4.67,4.99,5.38
2007.04.25,4.97,4.74,5.00,5.39
2007.04.26,4.97,5.04,5.02,5.41
2007.04.27,5.00,5.09,5.03,5.42
2007.04.30,5.00,4.88,5.05,5.44
2007.05.02,5.00,4.77,5.02,5.41
2007.05.03,5.00,4.74,5.00,5.39
2007.05.04,5.00,4.69,4.99,5.39
2007.05.07,5.00,4.72,5.01,5.41
2007.05.08,5.01,4.63,5.04,5.44
2007.05.09,5.02,4.63,5.06,5.46
2007.05.10,5.02,4.63,5.07,5.47
2007.05.11,5.02,4.61,5.06,5.46
2007.05.14,5.05,4.62,5.07,5.47
2007.05.15,5.06,4.61,5.08,5.47
2007.05.16,5.06,4.61,5.08,5.47
2007.05.17,5.07,4.61,5.12,5.51
2007.05.18,5.07,4.57,5.15,5.54
2007.05.21,5.07,4.59,5.15,5.54
2007.05.22,5.07,4.52,5.16,5.54
2007.05.23,5.07,4.58,5.17,5.54
2007.05.25,5.07,4.58,5.17,5.54
2007.05.28,5.07,4.54,5.16,5.54
2007.05.29,5.07,4.55,5.15,5.53
2007.05.30,5.07,4.56,5.18,5.56
2007.05.31,5.06,4.55,5.17,5.55
2007.06.01,5.04,4.52,5.15,5.53
2007.06.04,5.04,4.51,5.15,5.53
2007.06.05,5.04,4.49,5.16,5.54
2007.06.07,5.04,4.44,5.21,5.59
2007.06.08,5.04,4.52,5.28,5.66
2007.06.11,5.04,4.54,5.26,5.68
2007.06.12,5.04,4.54,5.27,5.69
2007.06.13,5.04,4.58,5.26,5.67
2007.06.14,5.04,4.59,5.25,5.66
2007.06.15,5.04,4.59,5.25,5.66
2007.06.18,5.04,4.59,5.24,5.65
2007.06.19,5.04,4.59,5.24,5.65
2007.06.20,5.04,4.56,5.26,5.67
2007.06.21,5.04,4.54,5.32,5.71
2007.06.22,5.04,4.47,5.29,5.68
2007.06.25,5.03,4.52,5.25,5.64
2007.06.26,5.03,4.51,5.27,5.66
2007.06.27,5.02,4.51,5.23,5.62
2007.06.28,5.01,4.51,5.22,5.62
2007.06.29,5.00,4.52,5.26,5.66
2007.07.02,5.00,4.50,5.28,5.68
2007.07.03,5.00,4.50,5.30,5.70
2007.07.04,5.00,4.48,5.33,5.73
2007.07.05,5.00,4.42,5.36,5.76
2007.07.06,5.00,4.37,5.35,5.75
2007.07.09,5.00,4.47,5.35,5.75
2007.07.10,5.00,4.47,5.35,5.75
2007.07.11,5.00,4.48,5.32,5.72
2007.07.12,5.06,4.72,5.37,5.77
2007.07.13,5.07,4.71,5.41,5.81
2007.07.16,5.07,4.73,5.42,5.82
2007.07.18,5.08,4.77,5.40,5.80
2007.07.19,5.08,4.85,5.40,5.80
2007.07.20,5.08,4.87,5.41,5.81
2007.07.23,5.08,4.78,5.38,5.78
2007.07.24,5.08,4.78,5.41,5.81
2007.07.25,5.08,4.78,5.36,5.76
2007.07.26,5.08,4.78,5.32,5.72
2007.07.27,5.09,4.77,5.25,5.66
2007.07.30,5.09,4.76,5.27,5.68
2007.07.31,5.10,4.76,5.22,5.64
2007.08.01,5.10,4.58,5.16,5.58
2007.08.02,5.10,4.65,5.19,5.61
2007.08.03,5.10,4.69,5.19,5.61
2007.08.06,5.10,4.67,5.19,5.61
2007.08.07,5.10,4.68,5.22,5.64
2007.08.08,5.10,4.70,5.26,5.67
2007.08.09,5.21,5.01,5.32,5.73
2007.08.10,5.22,5.02,5.27,5.68
2007.08.13,5.23,5.00,5.29,5.70
2007.08.14,5.24,4.99,5.30,5.71
2007.08.16,5.25,4.98,5.24,5.65
2007.08.17,5.25,4.98,5.23,5.64
2007.08.20,5.26,4.98,5.26,5.67
2007.08.21,5.26,4.98,5.26,5.67
2007.08.22,5.26,4.97,5.28,5.70
2007.08.23,5.26,4.98,5.31,5.73
2007.08.24,5.26,4.98,5.30,5.72
2007.08.27,5.27,4.98,5.34,5.76
2007.08.28,5.27,4.98,5.37,5.79
2007.08.29,5.27,4.97,5.39,5.81
2007.08.30,5.28,4.97,5.36,5.78
2007.08.31,5.29,4.98,5.43,5.85
2007.09.03,5.30,5.00,5.45,5.87
2007.09.04,5.30,4.98,5.44,5.86
2007.09.05,5.31,4.97,5.42,5.85
2007.09.06,5.32,4.93,5.41,5.85
2007.09.07,5.33,4.90,5.36,5.80
2007.09.10,5.33,4.97,5.32,5.76
2007.09.11,5.34,4.98,5.36,5.80
2007.09.12,5.34,4.98,5.34,5.78
2007.09.13,5.35,4.99,5.34,5.78
2007.09.14,5.35,4.99,5.37,5.82
2007.09.17,5.35,4.99,5.37,5.82
2007.09.18,5.35,4.99,5.36,5.82
2007.09.19,5.35,4.97,5.37,5.84
2007.09.20,5.35,4.91,5.40,5.89
2007.09.21,5.35,4.90,5.43,5.93
2007.09.27,5.35,4.98,5.46,5.97
2007.09.28,5.35,4.98,5.46,5.97
2007.10.01,5.35,4.99,5.47,5.98
2007.10.02,5.34,4.98,5.46,5.98
2007.10.04,5.34,5.01,5.43,5.96
2007.10.05,5.34,5.00,5.40,5.93
2007.10.08,5.34,4.98,5.43,5.97
2007.10.09,5.34,4.98,5.46,6.00
2007.10.10,5.34,4.99,5.46,6.00
2007.10.11,5.34,5.00,5.47,6.01
2007.10.12,5.34,5.01,5.48,6.02
2007.10.15,5.34,5.02,5.51,6.05
2007.10.16,5.34,5.01,5.48,6.03
2007.10.17,5.34,5.00,5.45,6.00
2007.10.18,5.34,5.00,5.46,6.02
2007.10.19,5.34,5.01,5.41,5.97
2007.10.22,5.34,4.99,5.34,5.91
2007.10.23,5.34,5.00,5.35,5.93
2007.10.24,5.34,5.02,5.32,5.91
2007.10.25,5.35,5.02,5.36,5.95
2007.10.26,5.35,5.02,5.37,5.96
2007.10.29,5.35,5.01,5.38,5.97
2007.10.30,5.35,5.02,5.41,6.00
2007.10.31,5.35,5.02,5.43,6.02
2007.11.01,5.35,5.00,5.46,6.05
2007.11.02,5.35,4.98,5.42,6.01
2007.11.05,5.35,4.98,5.43,6.02
2007.11.06,5.35,5.04,5.42,6.01
2007.11.07,5.35,5.01,5.39,5.98
2007.11.08,5.35,5.01,5.32,5.92
2007.11.09,5.35,5.01,5.34,5.94
2007.11.12,5.36,5.02,5.37,5.97
2007.11.13,5.36,5.01,5.37,5.97
2007.11.14,5.37,5.01,5.41,6.02
2007.11.15,5.38,5.01,5.43,6.04
2007.11.16,5.39,5.01,5.46,6.07
2007.11.19,5.42,5.01,5.52,6.15
2007.11.20,5.45,4.98,5.55,6.17
2007.11.21,5.48,4.99,5.65,6.29
2007.11.22,5.49,4.98,5.65,6.30
2007.11.23,5.50,5.00,5.62,6.27
2007.11.26,5.51,5.01,5.66,6.32
2007.11.27,5.53,5.00,5.69,6.36
2007.11.28,5.55,5.01,5.93,6.59
2007.11.29,5.58,5.01,6.03,6.70
2007.11.30,5.60,5.02,5.77,6.47
2007.12.03,5.61,5.00,5.75,6.46
2007.12.04,5.63,5.00,5.82,6.53
2007.12.05,5.66,4.96,6.00,6.70
2007.12.06,5.67,4.86,6.00,6.70
2007.12.07,5.67,4.79,6.11,6.81
2007.12.10,5.68,4.99,6.07,6.81
2007.12.11,5.69,4.99,6.06,6.81
2007.12.12,5.70,5.00,6.02,6.79
2007.12.13,5.71,4.99,5.89,6.71
2007.12.14,5.74,4.99,5.89,6.71
2007.12.17,5.76,5.00,5.89,6.73
2007.12.18,5.77,5.00,5.88,6.73
2007.12.20,5.78,5.00,5.81,6.72
2007.12.21,5.78,4.99,5.81,6.74
2007.12.24,5.79,5.00,5.82,6.78
2007.12.26,5.80,5.00,5.78,6.78
2007.12.27,5.81,5.00,5.74,6.77
2007.12.28,5.82,,5.74,6.77
2007.12.31,5.82,5.02,5.74,6.77
2008.01.02,5.84,4.96,5.86,6.91
2008.01.03,5.85,4.98,5.86,6.92
2008.01.04,5.86,4.99,5.83,6.91
2008.01.07,5.86,4.95,5.82,6.91
2008.01.08,5.87,4.98,5.90,7.01
2008.01.09,5.88,4.99,5.85,7.00
2008.01.10,5.89,5.01,5.73,6.92
2008.01.11,5.89,5.00,5.52,6.75
2008.01.14,5.89,5.01,5.53,6.76
2008.01.15,5.89,5.01,5.43,6.67
2008.01.16,5.88,5.02,5.35,6.58
2008.01.17,5.88,5.02,5.45,6.67
2008.01.18,5.87,4.97,5.36,6.60
2008.01.21,5.86,4.93,5.35,6.57
2008.01.22,5.86,4.90,5.30,6.53
2008.01.23,5.82,5.01,5.05,6.30
2008.01.24,5.79,5.01,5.10,6.35
2008.01.25,5.76,5.01,5.19,6.45
2008.01.28,5.70,5.01,5.06,6.31
2008.01.29,5.65,5.00,5.08,6.32
2008.01.30,5.60,4.98,5.09,6.33
2008.01.31,5.50,4.96,5.04,6.28
2008.02.01,5.46,4.91,5.05,6.29
2008.02.04,5.41,4.96,5.16,6.40
2008.02.05,5.39,4.94,5.14,6.38
2008.02.11,5.36,5.00,5.12,6.36
2008.02.12,5.35,5.00,5.08,6.32
2008.02.13,5.33,5.00,5.01,6.25
2008.02.14,5.31,5.00,5.01,6.24
2008.02.15,5.29,5.00,5.02,6.26
2008.02.18,5.27,4.98,5.00,6.24
2008.02.19,5.25,4.95,5.05,6.27
2008.02.20,5.24,4.94,5.03,6.25
2008.02.21,5.22,5.02,5.12,6.32
2008.02.22,5.22,5.00,5.05,6.23
2008.02.25,5.20,4.98,5.08,6.26
2008.02.26,5.19,4.95,5.09,6.27
2008.02.27,5.19,4.94,5.06,6.25
2008.02.28,5.19,4.96,5.03,6.20
2008.02.29,5.18,4.94,4.97,6.14
2008.03.03,5.17,4.94,4.92,6.09
2008.03.04,5.17,4.95,4.94,6.10
2008.03.05,5.17,4.93,4.92,6.05
2008.03.06,5.17,5.00,4.95,6.06
2008.03.07,5.17,5.00,5.00,6.10
2008.03.10,5.17,4.99,5.14,6.16
2008.03.11,5.17,4.99,5.16,6.16
2008.03.12,5.18,4.98,5.16,6.16
2008.03.13,5.21,4.98,5.27,6.24
2008.03.14,5.23,4.98,5.25,6.21
2008.03.17,5.26,4.96,5.33,6.26
2008.03.18,5.26,4.99,5.13,6.06
2008.03.19,5.26,4.95,5.25,6.15
2008.03.20,5.27,4.98,5.20,6.10
2008.03.21,5.30,4.98,5.18,6.08
2008.03.24,5.33,4.97,5.29,6.18
2008.03.25,5.35,4.97,5.28,6.17
2008.03.26,5.36,4.94,5.28,6.17
2008.03.27,5.36,4.94,5.17,6.07
2008.03.28,5.37,4.96,5.17,6.07
2008.03.31,5.38,4.98,5.10,6.01
2008.04.01,5.39,4.97,5.13,6.04
2008.04.02,5.40,5.00,5.10,6.01
2008.04.03,5.40,5.01,5.14,6.05
2008.04.04,5.40,5.10,5.14,6.05
2008.04.07,5.40,5.04,5.11,6.03
2008.04.08,5.40,5.03,5.03,5.95
2008.04.10,5.40,4.98,4.91,5.83
2008.04.11,5.40,5.00,4.94,5.87
2008.04.14,5.40,5.00,4.95,5.88
2008.04.15,5.39,5.00,4.94,5.86
2008.04.16,5.38,5.00,4.94,5.86
2008.04.17,5.38,5.00,4.95,5.87
2008.04.18,5.38,5.00,4.98,5.90
2008.04.21,5.38,4.97,4.97,5.89
2008.04.22,5.37,4.98,4.93,5.85
2008.04.23,5.37,4.98,4.95,5.87
2008.04.24,5.37,5.00,4.92,5.85
2008.04.25,5.36,4.96,4.94,5.87
2008.04.28,5.36,4.89,4.92,5.85
2008.04.29,5.36,4.94,4.91,5.84
2008.04.30,5.36,4.95,4.88,5.82
2008.05.02,5.36,4.96,4.90,5.84
2008.05.06,5.36,5.19,4.92,5.86
2008.05.07,5.36,5.18,4.98,5.91
2008.05.08,5.36,5.01,5.22,6.14
2008.05.09,5.36,5.00,5.22,6.14
2008.05.13,5.36,4.93,5.30,6.22
2008.05.14,5.36,4.87,5.27,6.20
2008.05.15,5.36,4.90,5.26,6.19
2008.05.16,5.37,4.95,5.31,6.24
2008.05.19,5.37,4.93,5.46,6.39
2008.05.20,5.37,4.63,5.33,6.27
2008.05.21,5.37,4.62,5.39,6.33
2008.05.22,5.37,5.00,5.34,6.29
2008.05.23,5.37,5.00,5.39,6.34
2008.05.26,5.37,5.00,5.40,6.35
2008.05.27,5.36,5.01,5.35,6.30
2008.05.28,5.36,5.03,5.36,6.31
2008.05.29,5.36,5.03,5.43,6.38
2008.05.30,5.36,5.04,5.46,6.41
2008.06.02,5.36,5.00,5.54,6.50
2008.06.03,5.36,5.00,5.50,6.50
2008.06.04,5.36,5.00,5.49,6.49
2008.06.05,5.36,5.00,5.48,6.48
2008.06.09,5.36,4.81,5.67,6.65
2008.06.10,5.36,4.57,5.78,6.76
2008.06.11,5.36,4.57,5.73,6.71
2008.06.12,5.36,4.99,5.74,6.71
2008.06.13,5.36,4.99,5.74,6.71
2008.06.16,5.36,5.01,5.70,6.67
2008.06.17,5.36,5.00,5.66,6.63
2008.06.18,5.36,5.00,5.68,6.65
2008.06.19,5.36,5.00,5.66,6.63
2008.06.20,5.36,5.01,5.72,6.69
2008.06.23,5.36,4.62,5.87,6.85
2008.06.24,5.37,4.55,5.85,6.83
2008.06.25,5.37,4.55,5.82,6.80
2008.06.26,5.37,5.01,5.74,6.72
2008.06.27,5.37,5.00,5.77,6.75
2008.06.30,5.37,5.01,5.90,6.88
2008.07.01,5.37,4.99,5.87,6.85
2008.07.02,5.37,4.99,5.97,6.95
2008.07.03,5.38,4.99,6.06,7.04
2008.07.04,5.38,5.03,6.05,7.03
2008.07.07,5.39,5.01,6.05,7.03
2008.07.08,5.41,5.01,6.02,7.00
2008.07.09,5.41,5.02,5.99,6.96
2008.07.10,5.44,5.01,6.01,6.99
2008.07.11,5.46,5.01,6.15,7.14
2008.07.14,5.48,5.00,6.17,7.17
2008.07.15,5.52,5.01,6.13,7.14
2008.07.16,5.54,5.00,6.11,7.12
2008.07.17,5.55,5.01,5.99,7.02
2008.07.18,5.57,5.01,5.97,7.00
2008.07.21,5.58,4.58,6.06,7.10
2008.07.22,5.59,4.57,5.90,6.97
2008.07.23,5.59,4.56,5.84,6.92
2008.07.24,5.63,5.00,5.81,6.89
2008.07.25,5.63,5.00,5.77,6.86
2008.07.28,5.65,5.01,5.85,6.94
2008.07.29,5.66,5.01,5.81,6.90
2008.07.30,5.67,5.00,5.77,6.86
2008.07.31,5.68,5.03,5.80,6.91
2008.08.01,5.69,5.02,5.72,6.85
2008.08.04,5.71,5.02,5.80,6.95
2008.08.05,5.72,5.02,5.76,6.93
2008.08.06,5.72,5.02,5.70,6.90
2008.08.07,5.74,5.25,5.66,6.88
2008.08.08,5.75,5.24,5.70,6.92
2008.08.11,5.76,5.24,5.72,6.96
2008.08.12,5.77,5.25,5.76,7.00
2008.08.13,5.78,5.25,5.76,7.00
2008.08.14,5.79,5.25,5.85,7.09
2008.08.18,5.79,5.24,5.87,7.19
2008.08.19,5.79,5.23,5.77,7.17
2008.08.20,5.79,5.23,5.72,7.16
2008.08.21,5.79,5.25,5.71,7.16
2008.08.22,5.79,5.25,5.81,7.28
2008.08.25,5.79,5.24,5.88,7.37
2008.08.26,5.79,5.24,5.84,7.36
2008.08.27,5.79,5.24,5.81,7.35
2008.08.28,5.79,5.24,5.76,7.32
2008.08.29,5.79,5.25,5.77,7.34
2008.09.01,5.79,5.25,5.88,7.46
2008.09.02,5.79,5.24,5.97,7.55
2008.09.03,5.79,5.25,5.87,7.46
2008.09.04,5.79,5.25,5.82,7.41
2008.09.05,5.79,5.24,5.80,7.40
2008.09.08,5.79,5.25,5.76,7.37
2008.09.09,5.79,5.28,5.76,7.37
2008.09.10,5.79,5.22,5.73,7.34
2008.09.11,5.79,5.25,5.69,7.28
2008.09.12,5.79,5.25,5.66,7.25
2008.09.16,5.79,5.23,5.49,7.09
2008.09.17,5.79,5.24,5.60,7.18
2008.09.18,5.79,5.12,5.89,7.48
2008.09.19,5.79,5.07,5.80,7.40
2008.09.22,5.79,4.95,5.85,7.46
2008.09.23,5.79,4.80,5.88,7.49
2008.09.24,5.79,4.86,5.91,7.56
2008.09.25,5.80,5.23,5.93,7.66
2008.09.26,5.81,5.23,6.01,7.85
2008.09.29,5.82,5.22,5.98,7.92
2008.09.30,5.83,5.22,5.74,7.76
2008.10.01,5.85,5.22,5.75,7.81
2008.10.02,5.88,5.22,5.70,7.78
2008.10.06,5.91,5.23,5.77,7.87
2008.10.07,5.95,5.06,5.60,7.78
2008.10.08,5.96,5.12,5.61,7.86
2008.10.09,5.96,4.98,5.33,7.75
2008.10.10,5.98,4.98,5.23,7.82
2008.10.13,6.00,4.98,5.29,7.92
2008.10.14,6.03,4.99,5.28,7.94
2008.10.15,6.06,4.99,5.17,7.90
2008.10.16,6.08,4.99,5.27,8.06
2008.10.17,6.10,4.99,5.03,8.01
2008.10.20,6.12,4.97,5.03,8.06
2008.10.21,6.14,4.89,5.00,8.06
2008.10.22,6.15,4.89,4.80,7.97
2008.10.23,6.16,4.98,4.84,8.02
2008.10.24,6.18,4.98,4.84,8.10
2008.10.27,6.04,4.28,4.52,7.87
2008.10.28,6.05,4.24,4.56,8.00
2008.10.29,6.06,4.24,4.54,8.07
2008.10.30,6.06,4.21,4.39,8.05
2008.10.31,5.98,4.14,4.47,8.13
2008.11.03,5.97,4.10,4.71,8.33
2008.11.04,5.94,4.02,4.68,8.28
2008.11.05,5.93,4.04,4.60,8.21
2008.11.06,5.92,4.22,4.55,8.12
2008.11.07,5.69,3.97,4.72,8.23
2008.11.10,5.69,3.98,5.00,8.36
2008.11.11,5.69,3.98,5.01,8.37
2008.11.12,5.59,3.98,4.94,8.33
2008.11.13,5.59,3.98,5.24,8.63
2008.11.14,5.56,3.98,5.40,8.83
2008.11.17,5.52,3.93,5.23,8.70
